date,HINDALCO,overlap
2012-10-13,9.0,1.0
2012-10-14,4.0,1.0
2012-10-15,11.0,1.0
2012-10-16,10.0,1.0
2012-10-17,11.0,1.0
2012-10-18,11.0,1.0
2012-10-19,13.0,1.0
2012-10-20,10.0,1.0
2012-10-21,3.0,1.0
2012-10-22,5.0,1.0
2012-10-23,7.0,1.0
2012-10-24,2.0,1.0
2012-10-25,10.0,1.0
2012-10-26,4.0,1.0
2012-10-27,5.0,1.0
2012-10-28,2.0,1.0
2012-10-29,8.0,1.0
2012-10-30,10.0,1.0
2012-10-31,8.0,1.0
2012-11-01,11.0,1.0
2012-11-02,14.0,1.0
2012-11-03,3.0,1.0
2012-11-04,4.0,1.0
2012-11-05,17.0,1.0
2012-11-06,16.0,1.0
2012-11-07,11.0,1.0
2012-11-08,8.0,1.0
2012-11-09,10.0,1.0
2012-11-10,5.0,1.0
2012-11-11,1.0,1.0
2012-11-12,4.0,
2012-11-13,5.0,
2012-11-14,6.0,
2012-11-15,4.0,
2012-11-16,6.0,
2012-11-17,6.0,
2012-11-18,12.0,
2012-11-19,17.0,
2012-11-20,9.0,
2012-11-21,12.0,
2012-11-22,15.0,
2012-11-23,11.0,
2012-11-24,7.0,
2012-11-25,0.0,
2012-11-26,14.0,
2012-11-27,10.0,
2012-11-28,9.0,
2012-11-29,16.0,
2012-11-30,10.0,
2012-12-01,7.0,
2012-12-02,2.0,
2012-12-03,9.0,
2012-12-04,11.0,
2012-12-05,15.0,
2012-12-06,12.0,
2012-12-07,8.0,
2012-12-08,10.0,
2012-12-09,3.0,
2012-12-10,18.0,
2012-12-11,16.0,
2012-12-12,11.0,
2012-12-13,11.0,
2012-12-14,14.0,
2012-12-15,4.0,
2012-12-16,5.0,
2012-12-17,20.0,
2012-12-18,17.0,
2012-12-19,15.0,
2012-12-20,20.0,
2012-12-21,15.0,
2012-12-22,6.0,
2012-12-23,2.0,
2012-12-24,25.0,
2012-12-25,9.0,
2012-12-26,8.0,
2012-12-27,18.0,
2012-12-28,18.0,
2012-12-29,9.0,
2012-12-30,2.0,
2012-12-31,16.0,
2013-01-01,13.0,
2013-01-02,23.0,
2013-01-03,19.0,
2013-01-04,9.0,
2013-01-05,8.0,
2013-01-06,5.0,
2013-01-07,14.0,
2013-01-08,9.0,
2013-01-09,15.0,
2013-01-10,13.0,
2013-01-11,8.0,
2013-01-12,11.0,
2013-01-13,4.0,
2013-01-14,15.0,
2013-01-15,13.0,
2013-01-16,12.0,
2013-01-17,12.0,
2013-01-18,12.0,
2013-01-19,7.0,1.0
2013-01-20,4.0,1.0
2013-01-21,12.0,1.0
2013-01-22,13.0,1.0
2013-01-23,11.0,1.0
2013-01-24,18.0,1.0
2013-01-25,5.0,1.0
2013-01-26,7.0,1.0
2013-01-27,7.0,1.0
2013-01-28,10.0,1.0
2013-01-29,11.0,1.0
2013-01-30,17.0,1.0
2013-01-31,8.0,1.0
2013-02-01,10.0,1.0
2013-02-02,11.0,1.0
2013-02-03,5.0,1.0
2013-02-04,21.0,1.0
2013-02-05,13.0,1.0
2013-02-06,15.0,1.0
2013-02-07,13.0,1.0
2013-02-08,26.0,1.0
2013-02-09,7.0,1.0
2013-02-10,1.0,1.0
2013-02-11,18.0,1.0
2013-02-12,8.0,1.0
2013-02-13,16.0,1.0
2013-02-14,13.0,1.0
2013-02-15,13.0,1.0
2013-02-16,8.0,1.0
2013-02-17,9.0,1.0
2013-02-18,13.0,1.0
2013-02-19,13.0,1.0
2013-02-20,7.0,1.0
2013-02-21,17.0,1.0
2013-02-22,18.0,1.0
2013-02-23,8.0,1.0
2013-02-24,4.0,1.0
2013-02-25,16.0,1.0
2013-02-26,16.0,1.0
2013-02-27,15.0,1.0
2013-02-28,21.0,1.0
2013-03-01,18.0,1.0
2013-03-02,4.0,1.0
2013-03-03,13.0,1.0
2013-03-04,18.0,1.0
2013-03-05,19.0,1.0
2013-03-06,19.0,1.0
2013-03-07,15.0,1.0
2013-03-08,13.0,1.0
2013-03-09,6.0,1.0
2013-03-10,9.0,1.0
2013-03-11,14.0,1.0
2013-03-12,16.0,1.0
2013-03-13,20.0,1.0
2013-03-14,17.0,1.0
2013-03-15,24.0,1.0
2013-03-16,5.0,1.0
2013-03-17,7.0,1.0
2013-03-18,20.0,1.0
2013-03-19,8.0,1.0
2013-03-20,17.0,1.0
2013-03-21,23.0,1.0
2013-03-22,14.0,1.0
2013-03-23,7.0,1.0
2013-03-24,5.0,1.0
2013-03-25,15.0,1.0
2013-03-26,11.0,1.0
2013-03-27,4.0,1.0
2013-03-28,9.0,1.0
2013-03-29,7.0,1.0
2013-03-30,6.0,1.0
2013-03-31,7.0,1.0
2013-04-01,15.0,1.0
2013-04-02,13.0,1.0
2013-04-03,19.0,1.0
2013-04-04,14.0,1.0
2013-04-05,8.0,1.0
2013-04-06,5.0,1.0
2013-04-07,3.0,1.0
2013-04-08,14.0,1.0
2013-04-09,11.0,1.0
2013-04-10,7.0,1.0
2013-04-11,9.0,1.0
2013-04-12,16.0,1.0
2013-04-13,9.0,1.0
2013-04-14,5.0,1.0
2013-04-15,9.0,1.0
2013-04-16,12.0,1.0
2013-04-17,9.0,1.0
2013-04-18,11.0,1.0
2013-04-19,3.0,1.0
2013-04-20,9.0,1.0
2013-04-21,3.0,1.0
2013-04-22,12.0,1.0
2013-04-23,11.0,1.0
2013-04-24,7.0,1.0
2013-04-25,12.0,1.0
2013-04-26,13.0,1.0
2013-04-27,5.0,1.0
2013-04-28,4.0,1.0
2013-04-29,15.0,1.0
2013-04-30,9.0,
2013-05-01,2.0,
2013-05-02,11.0,
2013-05-03,12.0,
2013-05-04,2.0,
2013-05-05,5.0,
2013-05-06,15.0,
2013-05-07,9.0,
2013-05-08,22.0,
2013-05-09,19.0,
2013-05-10,12.0,
2013-05-11,9.0,
2013-05-12,7.0,
2013-05-13,9.0,
2013-05-14,22.0,
2013-05-15,15.0,
2013-05-16,11.0,
2013-05-17,10.0,
2013-05-18,9.0,
2013-05-19,4.0,
2013-05-20,26.0,
2013-05-21,18.0,
2013-05-22,7.0,
2013-05-23,18.0,
2013-05-24,11.0,
2013-05-25,7.0,
2013-05-26,7.0,
2013-05-27,4.0,
2013-05-28,16.0,
2013-05-29,16.0,
2013-05-30,15.0,
2013-05-31,15.0,
2013-06-01,9.0,
2013-06-02,2.0,
2013-06-03,13.0,
2013-06-04,13.0,
2013-06-05,16.0,
2013-06-06,4.0,
2013-06-07,9.0,
2013-06-08,9.0,
2013-06-09,4.0,
2013-06-10,7.0,
2013-06-11,9.0,
2013-06-12,26.0,
2013-06-13,13.0,
2013-06-14,17.0,
2013-06-15,9.0,
2013-06-16,16.0,
2013-06-17,14.0,
2013-06-18,7.0,
2013-06-19,13.0,
2013-06-20,19.0,
2013-06-21,13.0,
2013-06-22,13.0,
2013-06-23,5.0,
2013-06-24,13.0,
2013-06-25,11.0,
2013-06-26,13.0,
2013-06-27,7.0,
2013-06-28,6.0,
2013-06-29,2.0,
2013-06-30,7.0,
2013-07-01,11.0,
2013-07-02,20.0,
2013-07-03,19.0,
2013-07-04,17.0,
2013-07-05,14.0,
2013-07-06,9.0,
2013-07-07,3.0,1.0
2013-07-08,16.0,1.0
2013-07-09,14.0,1.0
2013-07-10,19.0,1.0
2013-07-11,15.0,1.0
2013-07-12,11.0,1.0
2013-07-13,9.0,1.0
2013-07-14,4.0,1.0
2013-07-15,10.0,1.0
2013-07-16,17.0,1.0
2013-07-17,14.0,1.0
2013-07-18,11.0,1.0
2013-07-19,18.0,1.0
2013-07-20,7.0,1.0
2013-07-21,4.0,1.0
2013-07-22,10.0,1.0
2013-07-23,14.0,1.0
2013-07-24,12.0,1.0
2013-07-25,6.0,1.0
2013-07-26,17.0,1.0
2013-07-27,9.0,1.0
2013-07-28,5.0,1.0
2013-07-29,12.0,1.0
2013-07-30,18.0,1.0
2013-07-31,18.0,1.0
2013-08-01,13.0,1.0
2013-08-02,14.0,1.0
2013-08-03,4.0,1.0
2013-08-04,6.0,1.0
2013-08-05,13.0,1.0
2013-08-06,16.0,1.0
2013-08-07,12.0,1.0
2013-08-08,18.0,1.0
2013-08-09,7.0,1.0
2013-08-10,6.0,1.0
2013-08-11,6.0,1.0
2013-08-12,20.0,1.0
2013-08-13,25.0,1.0
2013-08-14,11.0,1.0
2013-08-15,6.0,1.0
2013-08-16,14.0,1.0
2013-08-17,19.0,1.0
2013-08-18,5.0,1.0
2013-08-19,17.0,1.0
2013-08-20,20.0,1.0
2013-08-21,16.0,1.0
2013-08-22,23.0,1.0
2013-08-23,19.0,1.0
2013-08-24,5.0,1.0
2013-08-25,6.0,1.0
2013-08-26,13.0,1.0
2013-08-27,14.0,1.0
2013-08-28,9.0,1.0
2013-08-29,17.0,1.0
2013-08-30,14.0,1.0
2013-08-31,9.0,1.0
2013-09-01,6.0,1.0
2013-09-02,25.0,1.0
2013-09-03,12.0,1.0
2013-09-04,11.0,1.0
2013-09-05,16.0,1.0
2013-09-06,13.0,1.0
2013-09-07,8.0,1.0
2013-09-08,7.0,1.0
2013-09-09,12.0,1.0
2013-09-10,8.0,1.0
2013-09-11,22.0,1.0
2013-09-12,18.0,1.0
2013-09-13,21.0,1.0
2013-09-14,13.0,1.0
2013-09-15,6.0,1.0
2013-09-16,10.0,1.0
2013-09-17,12.0,1.0
2013-09-18,13.0,1.0
2013-09-19,11.0,1.0
2013-09-20,24.0,1.0
2013-09-21,15.0,1.0
2013-09-22,2.0,1.0
2013-09-23,15.0,1.0
2013-09-24,15.0,1.0
2013-09-25,10.0,1.0
2013-09-26,14.0,1.0
2013-09-27,13.0,1.0
2013-09-28,6.0,1.0
2013-09-29,5.0,1.0
2013-09-30,15.0,1.0
2013-10-01,16.0,1.0
2013-10-02,4.0,1.0
2013-10-03,12.0,1.0
2013-10-04,12.0,1.0
2013-10-05,9.0,1.0
2013-10-06,12.0,1.0
2013-10-07,20.0,1.0
2013-10-08,14.0,1.0
2013-10-09,16.0,1.0
2013-10-10,9.0,1.0
2013-10-11,13.0,1.0
2013-10-12,5.0,1.0
2013-10-13,6.0,1.0
2013-10-14,13.0,1.0
2013-10-15,22.0,1.0
2013-10-16,38.0,
2013-10-17,30.0,
2013-10-18,38.0,
2013-10-19,24.0,
2013-10-20,5.0,
2013-10-21,23.0,
2013-10-22,22.0,
2013-10-23,27.0,
2013-10-24,12.0,
2013-10-25,23.0,
2013-10-26,19.0,
2013-10-27,5.0,
2013-10-28,13.0,
2013-10-29,10.0,
2013-10-30,8.0,
2013-10-31,8.0,
2013-11-01,8.0,
2013-11-02,7.0,
2013-11-03,12.0,
2013-11-04,2.0,
2013-11-05,15.0,
2013-11-06,10.0,
2013-11-07,14.0,
2013-11-08,18.0,
2013-11-09,9.0,
2013-11-10,2.0,
2013-11-11,15.0,
2013-11-12,17.0,
2013-11-13,18.0,
2013-11-14,12.0,
2013-11-15,4.0,
2013-11-16,9.0,
2013-11-17,0.0,
2013-11-18,13.0,
2013-11-19,27.0,
2013-11-20,15.0,
2013-11-21,18.0,
2013-11-22,16.0,
2013-11-23,7.0,
2013-11-24,2.0,
2013-11-25,13.0,
2013-11-26,21.0,
2013-11-27,8.0,
2013-11-28,17.0,
2013-11-29,17.0,
2013-11-30,7.0,
2013-12-01,4.0,
2013-12-02,17.0,
2013-12-03,4.0,
2013-12-04,12.0,
2013-12-05,6.0,
2013-12-06,22.0,
2013-12-07,14.0,
2013-12-08,9.0,
2013-12-09,10.0,
2013-12-10,13.0,
2013-12-11,15.0,
2013-12-12,16.0,
2013-12-13,8.0,
2013-12-14,9.0,
2013-12-15,2.0,
2013-12-16,8.0,
2013-12-17,8.0,
2013-12-18,14.0,
2013-12-19,10.0,
2013-12-20,7.0,
2013-12-21,7.0,
2013-12-22,2.0,
2013-12-23,9.0,1.0
2013-12-24,15.0,1.0
2013-12-25,8.0,1.0
2013-12-26,10.0,1.0
2013-12-27,15.0,1.0
2013-12-28,12.0,1.0
2013-12-29,3.0,1.0
2013-12-30,10.0,1.0
2013-12-31,17.0,1.0
2014-01-01,9.0,1.0
2014-01-02,11.0,1.0
2014-01-03,15.0,1.0
2014-01-04,17.0,1.0
2014-01-05,3.0,1.0
2014-01-06,13.0,1.0
2014-01-07,4.0,1.0
2014-01-08,12.0,1.0
2014-01-09,20.0,1.0
2014-01-10,10.0,1.0
2014-01-11,8.0,1.0
2014-01-12,6.0,1.0
2014-01-13,11.0,1.0
2014-01-14,13.0,1.0
2014-01-15,9.0,1.0
2014-01-16,9.0,1.0
2014-01-17,12.0,1.0
2014-01-18,8.0,1.0
2014-01-19,2.0,1.0
2014-01-20,8.0,1.0
2014-01-21,11.0,1.0
2014-01-22,11.0,1.0
2014-01-23,12.0,1.0
2014-01-24,9.0,1.0
2014-01-25,3.0,1.0
2014-01-26,1.0,1.0
2014-01-27,12.0,1.0
2014-01-28,16.0,1.0
2014-01-29,13.0,1.0
2014-01-30,12.0,1.0
2014-01-31,10.0,1.0
2014-02-01,6.0,1.0
2014-02-02,6.0,1.0
2014-02-03,10.0,1.0
2014-02-04,20.0,1.0
2014-02-05,16.0,1.0
2014-02-06,8.0,1.0
2014-02-07,12.0,1.0
2014-02-08,5.0,1.0
2014-02-09,4.0,1.0
2014-02-10,8.0,1.0
2014-02-11,18.0,1.0
2014-02-12,14.0,1.0
2014-02-13,22.0,1.0
2014-02-14,23.0,1.0
2014-02-15,8.0,1.0
2014-02-16,4.0,1.0
2014-02-17,24.0,1.0
2014-02-18,11.0,1.0
2014-02-19,22.0,1.0
2014-02-20,18.0,1.0
2014-02-21,17.0,1.0
2014-02-22,8.0,1.0
2014-02-23,8.0,1.0
2014-02-24,12.0,1.0
2014-02-25,13.0,1.0
2014-02-26,12.0,1.0
2014-02-27,13.0,1.0
2014-02-28,20.0,1.0
2014-03-01,10.0,1.0
2014-03-02,7.0,1.0
2014-03-03,8.0,1.0
2014-03-04,18.0,1.0
2014-03-05,13.0,1.0
2014-03-06,16.0,1.0
2014-03-07,21.0,1.0
2014-03-08,7.0,1.0
2014-03-09,9.0,1.0
2014-03-10,17.0,1.0
2014-03-11,21.0,1.0
2014-03-12,20.0,1.0
2014-03-13,14.0,1.0
2014-03-14,14.0,1.0
2014-03-15,3.0,1.0
2014-03-16,2.0,1.0
2014-03-17,6.0,1.0
2014-03-18,6.0,1.0
2014-03-19,14.0,1.0
2014-03-20,11.0,1.0
2014-03-21,11.0,1.0
2014-03-22,14.0,1.0
2014-03-23,4.0,1.0
2014-03-24,13.0,1.0
2014-03-25,19.0,1.0
2014-03-26,14.0,1.0
2014-03-27,18.0,1.0
2014-03-28,21.0,1.0
2014-03-29,11.0,1.0
2014-03-30,4.0,1.0
2014-03-31,20.0,1.0
2014-04-01,17.0,1.0
2014-04-02,17.0,1.0
2014-04-03,30.0,
2014-04-04,10.0,
2014-04-05,7.0,
2014-04-06,9.0,
2014-04-07,10.0,
2014-04-08,4.0,
2014-04-09,26.0,
2014-04-10,14.0,
2014-04-11,15.0,
2014-04-12,7.0,
2014-04-13,7.0,
2014-04-14,10.0,
2014-04-15,14.0,
2014-04-16,10.0,
2014-04-17,23.0,
2014-04-18,11.0,
2014-04-19,7.0,
2014-04-20,8.0,
2014-04-21,24.0,
2014-04-22,12.0,
2014-04-23,12.0,
2014-04-24,6.0,
2014-04-25,10.0,
2014-04-26,14.0,
2014-04-27,2.0,
2014-04-28,12.0,
2014-04-29,21.0,
2014-04-30,12.0,
2014-05-01,9.0,
2014-05-02,21.0,
2014-05-03,7.0,
2014-05-04,7.0,
2014-05-05,24.0,
2014-05-06,21.0,
2014-05-07,14.0,
2014-05-08,8.0,
2014-05-09,19.0,
2014-05-10,7.0,
2014-05-11,7.0,
2014-05-12,10.0,
2014-05-13,18.0,
2014-05-14,12.0,
2014-05-15,18.0,
2014-05-16,21.0,
2014-05-17,12.0,
2014-05-18,5.0,
2014-05-19,18.0,
2014-05-20,22.0,
2014-05-21,26.0,
2014-05-22,13.0,
2014-05-23,14.0,
2014-05-24,21.0,
2014-05-25,5.0,
2014-05-26,33.0,
2014-05-27,19.0,
2014-05-28,24.0,
2014-05-29,20.0,
2014-05-30,21.0,
2014-05-31,5.0,
2014-06-01,0.0,
2014-06-02,28.0,
2014-06-03,21.0,
2014-06-04,17.0,
2014-06-05,15.0,
2014-06-06,28.0,
2014-06-07,3.0,
2014-06-08,5.0,
2014-06-09,25.0,
2014-06-10,16.0,1.0
2014-06-11,18.0,1.0
2014-06-12,19.0,1.0
2014-06-13,22.0,1.0
2014-06-14,11.0,1.0
2014-06-15,11.0,1.0
2014-06-16,18.0,1.0
2014-06-17,21.0,1.0
2014-06-18,12.0,1.0
2014-06-19,16.0,1.0
2014-06-20,25.0,1.0
2014-06-21,8.0,1.0
2014-06-22,6.0,1.0
2014-06-23,21.0,1.0
2014-06-24,35.0,1.0
2014-06-25,19.0,1.0
2014-06-26,8.0,1.0
2014-06-27,21.0,1.0
2014-06-28,8.0,1.0
2014-06-29,10.0,1.0
2014-06-30,12.0,1.0
2014-07-01,33.0,1.0
2014-07-02,19.0,1.0
2014-07-03,14.0,1.0
2014-07-04,24.0,1.0
2014-07-05,12.0,1.0
2014-07-06,8.0,1.0
2014-07-07,19.0,1.0
2014-07-08,15.0,1.0
2014-07-09,19.0,1.0
2014-07-10,22.0,1.0
2014-07-11,21.0,1.0
2014-07-12,8.0,1.0
2014-07-13,8.0,1.0
2014-07-14,19.0,1.0
2014-07-15,21.0,1.0
2014-07-16,27.0,1.0
2014-07-17,19.0,1.0
2014-07-18,19.0,1.0
2014-07-19,10.0,1.0
2014-07-20,18.0,1.0
2014-07-21,23.0,1.0
2014-07-22,20.0,1.0
2014-07-23,27.0,1.0
2014-07-24,23.0,1.0
2014-07-25,21.0,1.0
2014-07-26,12.0,1.0
2014-07-27,9.0,1.0
2014-07-28,27.0,1.0
2014-07-29,14.0,1.0
2014-07-30,12.0,1.0
2014-07-31,15.0,1.0
2014-08-01,26.0,1.0
2014-08-02,9.0,1.0
2014-08-03,17.0,1.0
2014-08-04,19.0,1.0
2014-08-05,14.0,1.0
2014-08-06,15.0,1.0
2014-08-07,21.0,1.0
2014-08-08,21.0,1.0
2014-08-09,13.0,1.0
2014-08-10,11.0,1.0
2014-08-11,15.0,1.0
2014-08-12,21.0,1.0
2014-08-13,21.0,1.0
2014-08-14,25.0,1.0
2014-08-15,5.0,1.0
2014-08-16,16.0,1.0
2014-08-17,11.0,1.0
2014-08-18,10.0,1.0
2014-08-19,25.0,1.0
2014-08-20,6.0,1.0
2014-08-21,12.0,1.0
2014-08-22,19.0,1.0
2014-08-23,15.0,1.0
2014-08-24,12.0,1.0
2014-08-25,33.0,1.0
2014-08-26,31.0,1.0
2014-08-27,26.0,1.0
2014-08-28,17.0,1.0
2014-08-29,13.0,1.0
2014-08-30,15.0,1.0
2014-08-31,4.0,1.0
2014-09-01,22.0,1.0
2014-09-02,18.0,1.0
2014-09-03,11.0,1.0
2014-09-04,24.0,1.0
2014-09-05,18.0,1.0
2014-09-06,8.0,1.0
2014-09-07,9.0,1.0
2014-09-08,26.0,1.0
2014-09-09,20.0,1.0
2014-09-10,8.0,1.0
2014-09-11,19.0,1.0
2014-09-12,16.0,1.0
2014-09-13,14.0,1.0
2014-09-14,9.0,1.0
2014-09-15,19.0,1.0
2014-09-16,23.0,1.0
2014-09-17,22.0,1.0
2014-09-18,25.0,1.0
2014-09-19,15.0,
2014-09-20,6.0,
2014-09-21,5.0,
2014-09-22,24.0,
2014-09-23,12.0,
2014-09-24,26.0,
2014-09-25,24.0,
2014-09-26,28.0,
2014-09-27,3.0,
2014-09-28,11.0,
2014-09-29,14.0,
2014-09-30,14.0,
2014-10-01,19.0,
2014-10-02,5.0,
2014-10-03,3.0,
2014-10-04,0.0,
2014-10-05,3.0,
2014-10-06,10.0,
2014-10-07,14.0,
2014-10-08,19.0,
2014-10-09,14.0,
2014-10-10,15.0,
2014-10-11,17.0,
2014-10-12,9.0,
2014-10-13,14.0,
2014-10-14,14.0,
2014-10-15,10.0,
2014-10-16,31.0,
2014-10-17,15.0,
2014-10-18,11.0,
2014-10-19,0.0,
2014-10-20,33.0,
2014-10-21,16.0,
2014-10-22,21.0,
2014-10-23,7.0,
2014-10-24,7.0,
2014-10-25,3.0,
2014-10-26,8.0,
2014-10-27,12.0,
2014-10-28,7.0,
2014-10-29,14.0,
2014-10-30,12.0,
2014-10-31,15.0,
2014-11-01,9.0,
2014-11-02,8.0,
2014-11-03,28.0,
2014-11-04,21.0,
2014-11-05,28.0,
2014-11-06,5.0,
2014-11-07,17.0,
2014-11-08,14.0,
2014-11-09,8.0,
2014-11-10,23.0,
2014-11-11,26.0,
2014-11-12,23.0,
2014-11-13,16.0,
2014-11-14,24.0,
2014-11-15,11.0,
2014-11-16,8.0,
2014-11-17,32.0,
2014-11-18,18.0,
2014-11-19,17.0,
2014-11-20,35.0,
2014-11-21,15.0,
2014-11-22,14.0,
2014-11-23,16.0,
2014-11-24,27.0,
2014-11-25,21.0,
2014-11-26,17.0,1.0
2014-11-27,43.0,1.0
2014-11-28,21.0,1.0
2014-11-29,11.0,1.0
2014-11-30,4.0,1.0
2014-12-01,15.0,1.0
2014-12-02,23.0,1.0
2014-12-03,26.0,1.0
2014-12-04,18.0,1.0
2014-12-05,18.0,1.0
2014-12-06,8.0,1.0
2014-12-07,6.0,1.0
2014-12-08,14.0,1.0
2014-12-09,16.0,1.0
2014-12-10,8.0,1.0
2014-12-11,16.0,1.0
2014-12-12,13.0,1.0
2014-12-13,14.0,1.0
2014-12-14,11.0,1.0
2014-12-15,14.0,1.0
2014-12-16,30.0,1.0
2014-12-17,23.0,1.0
2014-12-18,13.0,1.0
2014-12-19,14.0,1.0
2014-12-20,8.0,1.0
2014-12-21,9.0,1.0
2014-12-22,22.0,1.0
2014-12-23,16.0,1.0
2014-12-24,12.0,1.0
2014-12-25,13.0,1.0
2014-12-26,16.0,1.0
2014-12-27,6.0,1.0
2014-12-28,4.0,1.0
2014-12-29,8.0,1.0
2014-12-30,9.0,1.0
2014-12-31,5.0,1.0
2015-01-01,18.0,1.0
2015-01-02,24.0,1.0
2015-01-03,6.0,1.0
2015-01-04,10.0,1.0
2015-01-05,6.0,1.0
2015-01-06,7.0,1.0
2015-01-07,18.0,1.0
2015-01-08,22.0,1.0
2015-01-09,15.0,1.0
2015-01-10,14.0,1.0
2015-01-11,5.0,1.0
2015-01-12,13.0,1.0
2015-01-13,11.0,1.0
2015-01-14,16.0,1.0
2015-01-15,21.0,1.0
2015-01-16,24.0,1.0
2015-01-17,12.0,1.0
2015-01-18,11.0,1.0
2015-01-19,13.0,1.0
2015-01-20,17.0,1.0
2015-01-21,35.0,1.0
2015-01-22,22.0,1.0
2015-01-23,18.0,1.0
2015-01-24,14.0,1.0
2015-01-25,2.0,1.0
2015-01-26,4.0,1.0
2015-01-27,19.0,1.0
2015-01-28,17.0,1.0
2015-01-29,15.0,1.0
2015-01-30,11.0,1.0
2015-01-31,6.0,1.0
2015-02-01,8.0,1.0
2015-02-02,16.0,1.0
2015-02-03,24.0,1.0
2015-02-04,26.0,1.0
2015-02-05,19.0,1.0
2015-02-06,19.0,1.0
2015-02-07,11.0,1.0
2015-02-08,5.0,1.0
2015-02-09,17.0,1.0
2015-02-10,23.0,1.0
2015-02-11,16.0,1.0
2015-02-12,26.0,1.0
2015-02-13,18.0,1.0
2015-02-14,3.0,1.0
2015-02-15,5.0,1.0
2015-02-16,21.0,1.0
2015-02-17,10.0,1.0
2015-02-18,16.0,1.0
2015-02-19,23.0,1.0
2015-02-20,22.0,1.0
2015-02-21,16.0,1.0
2015-02-22,5.0,1.0
2015-02-23,32.0,1.0
2015-02-24,16.0,1.0
2015-02-25,31.0,1.0
2015-02-26,18.0,1.0
2015-02-27,19.0,1.0
2015-02-28,8.0,1.0
2015-03-01,4.0,1.0
2015-03-02,20.0,1.0
2015-03-03,15.0,1.0
2015-03-04,22.0,1.0
2015-03-05,17.0,1.0
2015-03-06,12.0,1.0
2015-03-07,10.0,
2015-03-08,9.0,
2015-03-09,23.0,
2015-03-10,18.0,
2015-03-11,30.0,
2015-03-12,32.0,
2015-03-13,33.0,
2015-03-14,4.0,
2015-03-15,8.0,
2015-03-16,32.0,
2015-03-17,27.0,
2015-03-18,12.0,
2015-03-19,19.0,
2015-03-20,22.0,
2015-03-21,12.0,
2015-03-22,2.0,
2015-03-23,21.0,
2015-03-24,16.0,
2015-03-25,26.0,
2015-03-26,14.0,
2015-03-27,22.0,
2015-03-28,9.0,
2015-03-29,4.0,
2015-03-30,16.0,
2015-03-31,14.0,
2015-04-01,13.0,
2015-04-02,9.0,
2015-04-03,14.0,
2015-04-04,11.0,
2015-04-05,11.0,
2015-04-06,15.0,
2015-04-07,7.0,
2015-04-08,12.0,
2015-04-09,16.0,
2015-04-10,15.0,
2015-04-11,2.0,
2015-04-12,6.0,
2015-04-13,11.0,
2015-04-14,14.0,
2015-04-15,14.0,
2015-04-16,12.0,
2015-04-17,13.0,
2015-04-18,0.0,
2015-04-19,6.0,
2015-04-20,21.0,
2015-04-21,12.0,
2015-04-22,18.0,
2015-04-23,11.0,
2015-04-24,18.0,
2015-04-25,2.0,
2015-04-26,6.0,
2015-04-27,19.0,
2015-04-28,5.0,
2015-04-29,16.0,
2015-04-30,18.0,
2015-05-01,10.0,
2015-05-02,15.0,
2015-05-03,2.0,
2015-05-04,14.0,
2015-05-05,7.0,
2015-05-06,19.0,
2015-05-07,12.0,
2015-05-08,15.0,
2015-05-09,11.0,
2015-05-10,4.0,
2015-05-11,21.0,
2015-05-12,18.0,
2015-05-13,19.0,
2015-05-14,14.0,1.0
2015-05-15,15.0,1.0
2015-05-16,6.0,1.0
2015-05-17,5.0,1.0
2015-05-18,8.0,1.0
2015-05-19,17.0,1.0
2015-05-20,11.0,1.0
2015-05-21,19.0,1.0
2015-05-22,13.0,1.0
2015-05-23,4.0,1.0
2015-05-24,6.0,1.0
2015-05-25,12.0,1.0
2015-05-26,8.0,1.0
2015-05-27,10.0,1.0
2015-05-28,14.0,1.0
2015-05-29,18.0,1.0
2015-05-30,12.0,1.0
2015-05-31,9.0,1.0
2015-06-01,15.0,1.0
2015-06-02,18.0,1.0
2015-06-03,9.0,1.0
2015-06-04,11.0,1.0
2015-06-05,14.0,1.0
2015-06-06,4.0,1.0
2015-06-07,8.0,1.0
2015-06-08,16.0,1.0
2015-06-09,17.0,1.0
2015-06-10,20.0,1.0
2015-06-11,10.0,1.0
2015-06-12,6.0,1.0
2015-06-13,0.0,1.0
2015-06-14,4.0,1.0
2015-06-15,13.0,1.0
2015-06-16,9.0,1.0
2015-06-17,19.0,1.0
2015-06-18,15.0,1.0
2015-06-19,24.0,1.0
2015-06-20,5.0,1.0
2015-06-21,5.0,1.0
2015-06-22,13.0,1.0
2015-06-23,14.0,1.0
2015-06-24,17.0,1.0
2015-06-25,17.0,1.0
2015-06-26,8.0,1.0
2015-06-27,12.0,1.0
2015-06-28,12.0,1.0
2015-06-29,28.0,1.0
2015-06-30,20.0,1.0
2015-07-01,18.0,1.0
2015-07-02,15.0,1.0
2015-07-03,21.0,1.0
2015-07-04,8.0,1.0
2015-07-05,13.0,1.0
2015-07-06,24.0,1.0
2015-07-07,15.0,1.0
2015-07-08,26.0,1.0
2015-07-09,23.0,1.0
2015-07-10,21.0,1.0
2015-07-11,6.0,1.0
2015-07-12,5.0,1.0
2015-07-13,11.0,1.0
2015-07-14,13.0,1.0
2015-07-15,27.0,1.0
2015-07-16,20.0,1.0
2015-07-17,15.0,1.0
2015-07-18,10.0,1.0
2015-07-19,4.0,1.0
2015-07-20,10.0,1.0
2015-07-21,10.0,1.0
2015-07-22,19.0,1.0
2015-07-23,14.0,1.0
