date,MARUTI,overlap
2015-07-20,38.0,1.0
2015-07-21,38.0,1.0
2015-07-22,41.0,1.0
2015-07-23,44.0,1.0
2015-07-24,44.0,1.0
2015-07-25,48.0,1.0
2015-07-26,47.0,1.0
2015-07-27,41.0,1.0
2015-07-28,40.0,1.0
2015-07-29,40.0,1.0
2015-07-30,40.0,1.0
2015-07-31,46.0,1.0
2015-08-01,56.0,1.0
2015-08-02,47.0,1.0
2015-08-03,45.0,1.0
2015-08-04,40.0,1.0
2015-08-05,56.0,1.0
2015-08-06,51.0,1.0
2015-08-07,49.0,1.0
2015-08-08,58.0,1.0
2015-08-09,55.0,1.0
2015-08-10,43.0,1.0
2015-08-11,42.0,1.0
2015-08-12,41.0,1.0
2015-08-13,41.0,1.0
2015-08-14,39.0,1.0
2015-08-15,40.0,1.0
2015-08-16,37.0,1.0
2015-08-17,36.0,1.0
2015-08-18,37.0,1.0
2015-08-19,36.0,1.0
2015-08-20,39.0,1.0
2015-08-21,40.0,1.0
2015-08-22,39.0,1.0
2015-08-23,38.0,
2015-08-24,37.0,
2015-08-25,36.0,
2015-08-26,31.0,
2015-08-27,36.0,
2015-08-28,31.0,
2015-08-29,35.0,
2015-08-30,34.0,
2015-08-31,34.0,
2015-09-01,38.0,
2015-09-02,40.0,
2015-09-03,35.0,
2015-09-04,38.0,
2015-09-05,41.0,
2015-09-06,39.0,
2015-09-07,37.0,
2015-09-08,31.0,
2015-09-09,34.0,
2015-09-10,36.0,
2015-09-11,41.0,
2015-09-12,40.0,
2015-09-13,36.0,
2015-09-14,33.0,
2015-09-15,36.0,
2015-09-16,35.0,
2015-09-17,34.0,
2015-09-18,41.0,
2015-09-19,40.0,
2015-09-20,36.0,
2015-09-21,38.0,
2015-09-22,31.0,
2015-09-23,34.0,
2015-09-24,36.0,
2015-09-25,37.0,
2015-09-26,41.0,
2015-09-27,34.0,
2015-09-28,34.0,
2015-09-29,31.0,
2015-09-30,34.0,
2015-10-01,34.0,
2015-10-02,30.0,
2015-10-03,38.0,
2015-10-04,35.0,
2015-10-05,34.0,
2015-10-06,37.0,
2015-10-07,43.0,
2015-10-08,43.0,
2015-10-09,41.0,
2015-10-10,48.0,
2015-10-11,38.0,
2015-10-12,37.0,
2015-10-13,36.0,
2015-10-14,40.0,
2015-10-15,45.0,
2015-10-16,45.0,
2015-10-17,50.0,
2015-10-18,47.0,
2015-10-19,45.0,
2015-10-20,49.0,
2015-10-21,45.0,
2015-10-22,36.0,
2015-10-23,45.0,
2015-10-24,49.0,
2015-10-25,44.0,
2015-10-26,70.0,
2015-10-27,64.0,
2015-10-28,65.0,
2015-10-29,59.0,
2015-10-30,57.0,1.0
2015-10-31,66.0,1.0
2015-11-01,62.0,1.0
2015-11-02,55.0,1.0
2015-11-03,50.0,1.0
2015-11-04,48.0,1.0
2015-11-05,41.0,1.0
2015-11-06,41.0,1.0
2015-11-07,46.0,1.0
2015-11-08,42.0,1.0
2015-11-09,42.0,1.0
2015-11-10,37.0,1.0
2015-11-11,30.0,1.0
2015-11-12,35.0,1.0
2015-11-13,41.0,1.0
2015-11-14,42.0,1.0
2015-11-15,40.0,1.0
2015-11-16,41.0,1.0
2015-11-17,40.0,1.0
2015-11-18,38.0,1.0
2015-11-19,40.0,1.0
2015-11-20,37.0,1.0
2015-11-21,45.0,1.0
2015-11-22,41.0,1.0
2015-11-23,39.0,1.0
2015-11-24,42.0,1.0
2015-11-25,42.0,1.0
2015-11-26,43.0,1.0
2015-11-27,41.0,1.0
2015-11-28,38.0,1.0
2015-11-29,37.0,1.0
2015-11-30,35.0,1.0
2015-12-01,37.0,1.0
2015-12-02,34.0,1.0
2015-12-03,33.0,1.0
2015-12-04,36.0,1.0
2015-12-05,41.0,1.0
2015-12-06,39.0,1.0
2015-12-07,40.0,1.0
2015-12-08,40.0,1.0
2015-12-09,41.0,1.0
2015-12-10,40.0,1.0
2015-12-11,40.0,1.0
2015-12-12,48.0,1.0
2015-12-13,37.0,1.0
2015-12-14,38.0,1.0
2015-12-15,37.0,1.0
2015-12-16,39.0,1.0
2015-12-17,38.0,1.0
2015-12-18,41.0,1.0
2015-12-19,43.0,1.0
2015-12-20,37.0,1.0
2015-12-21,40.0,1.0
2015-12-22,45.0,1.0
2015-12-23,42.0,1.0
2015-12-24,45.0,1.0
2015-12-25,40.0,1.0
2015-12-26,46.0,1.0
2015-12-27,41.0,1.0
2015-12-28,43.0,1.0
2015-12-29,46.0,1.0
2015-12-30,39.0,1.0
2015-12-31,35.0,1.0
2016-01-01,36.0,1.0
2016-01-02,39.0,1.0
2016-01-03,35.0,1.0
2016-01-04,32.0,1.0
2016-01-05,34.0,1.0
2016-01-06,31.0,1.0
2016-01-07,36.0,1.0
2016-01-08,37.0,1.0
2016-01-09,41.0,1.0
2016-01-10,30.0,1.0
2016-01-11,30.0,1.0
2016-01-12,32.0,1.0
2016-01-13,29.0,1.0
2016-01-14,30.0,1.0
2016-01-15,35.0,1.0
2016-01-16,38.0,1.0
2016-01-17,37.0,1.0
2016-01-18,34.0,1.0
2016-01-19,38.0,1.0
2016-01-20,34.0,1.0
2016-01-21,33.0,1.0
2016-01-22,39.0,1.0
2016-01-23,49.0,1.0
2016-01-24,38.0,1.0
2016-01-25,41.0,1.0
2016-01-26,40.0,1.0
2016-01-27,47.0,1.0
2016-01-28,43.0,1.0
2016-01-29,47.0,1.0
2016-01-30,47.0,1.0
2016-01-31,43.0,1.0
2016-02-01,40.0,1.0
2016-02-02,42.0,1.0
2016-02-03,64.0,1.0
2016-02-04,67.0,1.0
2016-02-05,52.0,1.0
2016-02-06,55.0,1.0
2016-02-07,47.0,1.0
2016-02-08,50.0,
2016-02-09,46.0,
2016-02-10,43.0,
2016-02-11,40.0,
2016-02-12,47.0,
2016-02-13,41.0,
2016-02-14,44.0,
2016-02-15,37.0,
2016-02-16,41.0,
2016-02-17,40.0,
2016-02-18,37.0,
2016-02-19,34.0,
2016-02-20,36.0,
2016-02-21,34.0,
2016-02-22,30.0,
2016-02-23,35.0,
2016-02-24,37.0,
2016-02-25,33.0,
2016-02-26,33.0,
2016-02-27,33.0,
2016-02-28,32.0,
2016-02-29,33.0,
2016-03-01,35.0,
2016-03-02,36.0,
2016-03-03,33.0,
2016-03-04,32.0,
2016-03-05,39.0,
2016-03-06,31.0,
2016-03-07,36.0,
2016-03-08,58.0,
2016-03-09,60.0,
2016-03-10,44.0,
2016-03-11,45.0,
2016-03-12,55.0,
2016-03-13,53.0,
2016-03-14,50.0,
2016-03-15,46.0,
2016-03-16,42.0,
2016-03-17,44.0,
2016-03-18,44.0,
2016-03-19,42.0,
2016-03-20,37.0,
2016-03-21,39.0,
2016-03-22,37.0,
2016-03-23,34.0,
2016-03-24,33.0,
2016-03-25,45.0,
2016-03-26,46.0,
2016-03-27,46.0,
2016-03-28,42.0,
2016-03-29,39.0,
2016-03-30,39.0,
2016-03-31,37.0,
2016-04-01,43.0,
2016-04-02,38.0,
2016-04-03,39.0,
2016-04-04,37.0,
2016-04-05,36.0,
2016-04-06,35.0,
2016-04-07,39.0,
2016-04-08,40.0,
2016-04-09,46.0,
2016-04-10,42.0,
2016-04-11,41.0,
2016-04-12,43.0,
2016-04-13,37.0,
2016-04-14,40.0,
2016-04-15,41.0,
2016-04-16,47.0,1.0
2016-04-17,42.0,1.0
2016-04-18,42.0,1.0
2016-04-19,39.0,1.0
2016-04-20,38.0,1.0
2016-04-21,36.0,1.0
2016-04-22,40.0,1.0
2016-04-23,43.0,1.0
2016-04-24,36.0,1.0
2016-04-25,39.0,1.0
2016-04-26,39.0,1.0
2016-04-27,39.0,1.0
2016-04-28,37.0,1.0
2016-04-29,38.0,1.0
2016-04-30,39.0,1.0
2016-05-01,35.0,1.0
2016-05-02,39.0,1.0
2016-05-03,33.0,1.0
2016-05-04,37.0,1.0
2016-05-05,36.0,1.0
2016-05-06,39.0,1.0
2016-05-07,37.0,1.0
2016-05-08,40.0,1.0
2016-05-09,37.0,1.0
2016-05-10,41.0,1.0
2016-05-11,36.0,1.0
2016-05-12,40.0,1.0
2016-05-13,37.0,1.0
2016-05-14,40.0,1.0
2016-05-15,36.0,1.0
2016-05-16,38.0,1.0
2016-05-17,38.0,1.0
2016-05-18,42.0,1.0
2016-05-19,39.0,1.0
2016-05-20,38.0,1.0
2016-05-21,47.0,1.0
2016-05-22,37.0,1.0
2016-05-23,41.0,1.0
2016-05-24,38.0,1.0
2016-05-25,35.0,1.0
2016-05-26,45.0,1.0
2016-05-27,39.0,1.0
2016-05-28,42.0,1.0
2016-05-29,37.0,1.0
2016-05-30,41.0,1.0
2016-05-31,37.0,1.0
2016-06-01,38.0,1.0
2016-06-02,37.0,1.0
2016-06-03,35.0,1.0
2016-06-04,39.0,1.0
2016-06-05,41.0,1.0
2016-06-06,38.0,1.0
2016-06-07,37.0,1.0
2016-06-08,33.0,1.0
2016-06-09,39.0,1.0
2016-06-10,42.0,1.0
2016-06-11,40.0,1.0
2016-06-12,34.0,1.0
2016-06-13,34.0,1.0
2016-06-14,33.0,1.0
2016-06-15,38.0,1.0
2016-06-16,37.0,1.0
2016-06-17,39.0,1.0
2016-06-18,44.0,1.0
2016-06-19,37.0,1.0
2016-06-20,38.0,1.0
2016-06-21,38.0,1.0
2016-06-22,41.0,1.0
2016-06-23,38.0,1.0
2016-06-24,42.0,1.0
2016-06-25,39.0,1.0
2016-06-26,41.0,1.0
2016-06-27,40.0,1.0
2016-06-28,37.0,1.0
2016-06-29,39.0,1.0
2016-06-30,35.0,1.0
2016-07-01,34.0,1.0
2016-07-02,40.0,1.0
2016-07-03,42.0,1.0
2016-07-04,39.0,1.0
2016-07-05,38.0,1.0
2016-07-06,39.0,1.0
2016-07-07,41.0,1.0
2016-07-08,37.0,1.0
2016-07-09,42.0,1.0
2016-07-10,39.0,1.0
2016-07-11,39.0,1.0
2016-07-12,37.0,1.0
2016-07-13,39.0,1.0
2016-07-14,40.0,1.0
2016-07-15,36.0,1.0
2016-07-16,45.0,1.0
2016-07-17,46.0,1.0
2016-07-18,41.0,1.0
2016-07-19,43.0,1.0
2016-07-20,38.0,1.0
2016-07-21,39.0,1.0
2016-07-22,39.0,1.0
2016-07-23,47.0,1.0
2016-07-24,43.0,1.0
2016-07-25,44.0,1.0
2016-07-26,46.0,
2016-07-27,43.0,
2016-07-28,47.0,
2016-07-29,47.0,
2016-07-30,40.0,
2016-07-31,38.0,
2016-08-01,45.0,
2016-08-02,46.0,
2016-08-03,38.0,
2016-08-04,41.0,
2016-08-05,42.0,
2016-08-06,40.0,
2016-08-07,40.0,
2016-08-08,41.0,
2016-08-09,36.0,
2016-08-10,39.0,
2016-08-11,41.0,
2016-08-12,45.0,
2016-08-13,52.0,
2016-08-14,34.0,
2016-08-15,37.0,
2016-08-16,41.0,
2016-08-17,37.0,
2016-08-18,37.0,
2016-08-19,39.0,
2016-08-20,49.0,
2016-08-21,40.0,
2016-08-22,39.0,
2016-08-23,39.0,
2016-08-24,36.0,
2016-08-25,40.0,
2016-08-26,39.0,
2016-08-27,48.0,
2016-08-28,39.0,
2016-08-29,42.0,
2016-08-30,44.0,
2016-08-31,39.0,
2016-09-01,38.0,
2016-09-02,43.0,
2016-09-03,44.0,
2016-09-04,35.0,
2016-09-05,38.0,
2016-09-06,40.0,
2016-09-07,42.0,
2016-09-08,39.0,
2016-09-09,37.0,
2016-09-10,41.0,
2016-09-11,42.0,
2016-09-12,42.0,
2016-09-13,36.0,
2016-09-14,37.0,
2016-09-15,37.0,
2016-09-16,42.0,
2016-09-17,47.0,
2016-09-18,41.0,
2016-09-19,40.0,
2016-09-20,36.0,
2016-09-21,40.0,
2016-09-22,35.0,
2016-09-23,43.0,
2016-09-24,47.0,
2016-09-25,46.0,
2016-09-26,40.0,
2016-09-27,35.0,
2016-09-28,37.0,
2016-09-29,32.0,
2016-09-30,40.0,
2016-10-01,37.0,
2016-10-02,38.0,1.0
2016-10-03,35.0,1.0
2016-10-04,35.0,1.0
2016-10-05,40.0,1.0
2016-10-06,39.0,1.0
2016-10-07,36.0,1.0
2016-10-08,45.0,1.0
2016-10-09,40.0,1.0
2016-10-10,38.0,1.0
2016-10-11,38.0,1.0
2016-10-12,40.0,1.0
2016-10-13,43.0,1.0
2016-10-14,39.0,1.0
2016-10-15,45.0,1.0
2016-10-16,40.0,1.0
2016-10-17,40.0,1.0
2016-10-18,40.0,1.0
2016-10-19,37.0,1.0
2016-10-20,40.0,1.0
2016-10-21,43.0,1.0
2016-10-22,46.0,1.0
2016-10-23,40.0,1.0
2016-10-24,41.0,1.0
2016-10-25,41.0,1.0
2016-10-26,39.0,1.0
2016-10-27,40.0,1.0
2016-10-28,39.0,1.0
2016-10-29,37.0,1.0
2016-10-30,34.0,1.0
2016-10-31,32.0,1.0
2016-11-01,37.0,1.0
2016-11-02,38.0,1.0
2016-11-03,40.0,1.0
2016-11-04,39.0,1.0
2016-11-05,45.0,1.0
2016-11-06,38.0,1.0
2016-11-07,36.0,1.0
2016-11-08,34.0,1.0
2016-11-09,26.0,1.0
2016-11-10,28.0,1.0
2016-11-11,28.0,1.0
2016-11-12,29.0,1.0
2016-11-13,29.0,1.0
2016-11-14,31.0,1.0
2016-11-15,28.0,1.0
2016-11-16,32.0,1.0
2016-11-17,30.0,1.0
2016-11-18,30.0,1.0
2016-11-19,35.0,1.0
2016-11-20,27.0,1.0
2016-11-21,31.0,1.0
2016-11-22,33.0,1.0
2016-11-23,34.0,1.0
2016-11-24,35.0,1.0
2016-11-25,35.0,1.0
2016-11-26,40.0,1.0
2016-11-27,33.0,1.0
2016-11-28,35.0,1.0
2016-11-29,34.0,1.0
2016-11-30,33.0,1.0
2016-12-01,37.0,1.0
2016-12-02,37.0,1.0
2016-12-03,41.0,1.0
2016-12-04,35.0,1.0
2016-12-05,33.0,1.0
2016-12-06,35.0,1.0
2016-12-07,34.0,1.0
2016-12-08,38.0,1.0
2016-12-09,39.0,1.0
2016-12-10,38.0,1.0
2016-12-11,38.0,1.0
2016-12-12,42.0,1.0
2016-12-13,39.0,1.0
2016-12-14,37.0,1.0
2016-12-15,43.0,1.0
2016-12-16,47.0,1.0
2016-12-17,55.0,1.0
2016-12-18,44.0,1.0
2016-12-19,44.0,1.0
2016-12-20,39.0,1.0
2016-12-21,49.0,1.0
2016-12-22,57.0,1.0
2016-12-23,50.0,1.0
2016-12-24,52.0,1.0
2016-12-25,51.0,1.0
2016-12-26,53.0,1.0
2016-12-27,50.0,1.0
2016-12-28,52.0,1.0
2016-12-29,52.0,1.0
2016-12-30,46.0,1.0
2016-12-31,42.0,1.0
2017-01-01,40.0,1.0
2017-01-02,51.0,1.0
2017-01-03,59.0,1.0
2017-01-04,59.0,1.0
2017-01-05,62.0,1.0
2017-01-06,56.0,1.0
2017-01-07,55.0,1.0
2017-01-08,55.0,1.0
2017-01-09,54.0,1.0
2017-01-10,52.0,1.0
2017-01-11,46.0,
2017-01-12,49.0,
2017-01-13,74.0,
2017-01-14,72.0,
2017-01-15,59.0,
2017-01-16,56.0,
2017-01-17,51.0,
2017-01-18,50.0,
2017-01-19,56.0,
2017-01-20,53.0,
2017-01-21,59.0,
2017-01-22,52.0,
2017-01-23,47.0,
2017-01-24,50.0,
2017-01-25,47.0,
2017-01-26,41.0,
2017-01-27,53.0,
2017-01-28,50.0,
2017-01-29,43.0,
2017-01-30,42.0,
2017-01-31,41.0,
2017-02-01,41.0,
2017-02-02,41.0,
2017-02-03,39.0,
2017-02-04,43.0,
2017-02-05,44.0,
2017-02-06,41.0,
2017-02-07,40.0,
2017-02-08,40.0,
2017-02-09,39.0,
2017-02-10,42.0,
2017-02-11,44.0,
2017-02-12,41.0,
2017-02-13,39.0,
2017-02-14,40.0,
2017-02-15,41.0,
2017-02-16,45.0,
2017-02-17,45.0,
2017-02-18,47.0,
2017-02-19,44.0,
2017-02-20,47.0,
2017-02-21,42.0,
2017-02-22,41.0,
2017-02-23,38.0,
2017-02-24,42.0,
2017-02-25,48.0,
2017-02-26,44.0,
2017-02-27,43.0,
2017-02-28,44.0,
2017-03-01,38.0,
2017-03-02,40.0,
2017-03-03,42.0,
2017-03-04,43.0,
2017-03-05,42.0,
2017-03-06,40.0,
2017-03-07,39.0,
2017-03-08,41.0,
2017-03-09,39.0,
2017-03-10,42.0,
2017-03-11,37.0,
2017-03-12,38.0,
2017-03-13,31.0,
2017-03-14,38.0,
2017-03-15,42.0,
2017-03-16,39.0,
2017-03-17,42.0,
2017-03-18,46.0,
2017-03-19,43.0,
2017-03-20,43.0,1.0
2017-03-21,39.0,1.0
2017-03-22,36.0,1.0
2017-03-23,38.0,1.0
2017-03-24,37.0,1.0
2017-03-25,42.0,1.0
2017-03-26,37.0,1.0
2017-03-27,38.0,1.0
2017-03-28,39.0,1.0
2017-03-29,42.0,1.0
2017-03-30,53.0,1.0
2017-03-31,58.0,1.0
2017-04-01,44.0,1.0
2017-04-02,43.0,1.0
2017-04-03,42.0,1.0
2017-04-04,37.0,1.0
2017-04-05,37.0,1.0
2017-04-06,40.0,1.0
2017-04-07,36.0,1.0
2017-04-08,37.0,1.0
2017-04-09,39.0,1.0
2017-04-10,37.0,1.0
2017-04-11,38.0,1.0
2017-04-12,35.0,1.0
2017-04-13,37.0,1.0
2017-04-14,40.0,1.0
2017-04-15,42.0,1.0
2017-04-16,37.0,1.0
2017-04-17,38.0,1.0
2017-04-18,35.0,1.0
2017-04-19,34.0,1.0
2017-04-20,36.0,1.0
2017-04-21,38.0,1.0
2017-04-22,41.0,1.0
2017-04-23,38.0,1.0
2017-04-24,42.0,1.0
2017-04-25,43.0,1.0
2017-04-26,40.0,1.0
2017-04-27,42.0,1.0
2017-04-28,41.0,1.0
2017-04-29,42.0,1.0
2017-04-30,39.0,1.0
2017-05-01,41.0,1.0
2017-05-02,37.0,1.0
2017-05-03,36.0,1.0
2017-05-04,37.0,1.0
2017-05-05,38.0,1.0
2017-05-06,42.0,1.0
2017-05-07,40.0,1.0
2017-05-08,43.0,1.0
2017-05-09,42.0,1.0
2017-05-10,42.0,1.0
2017-05-11,41.0,1.0
2017-05-12,39.0,1.0
2017-05-13,45.0,1.0
2017-05-14,42.0,1.0
2017-05-15,43.0,1.0
2017-05-16,63.0,1.0
2017-05-17,53.0,1.0
2017-05-18,45.0,1.0
2017-05-19,47.0,1.0
2017-05-20,53.0,1.0
2017-05-21,48.0,1.0
2017-05-22,45.0,1.0
2017-05-23,43.0,1.0
2017-05-24,44.0,1.0
2017-05-25,47.0,1.0
2017-05-26,46.0,1.0
2017-05-27,49.0,1.0
2017-05-28,45.0,1.0
2017-05-29,47.0,1.0
2017-05-30,45.0,1.0
2017-05-31,39.0,1.0
2017-06-01,44.0,1.0
2017-06-02,44.0,1.0
2017-06-03,44.0,1.0
2017-06-04,43.0,1.0
2017-06-05,44.0,1.0
2017-06-06,42.0,1.0
2017-06-07,44.0,1.0
2017-06-08,43.0,1.0
2017-06-09,45.0,1.0
2017-06-10,50.0,1.0
2017-06-11,46.0,1.0
2017-06-12,48.0,1.0
2017-06-13,45.0,1.0
2017-06-14,46.0,1.0
2017-06-15,46.0,1.0
2017-06-16,51.0,1.0
2017-06-17,56.0,1.0
2017-06-18,46.0,1.0
2017-06-19,46.0,1.0
2017-06-20,50.0,1.0
2017-06-21,46.0,1.0
2017-06-22,49.0,1.0
2017-06-23,51.0,1.0
2017-06-24,52.0,1.0
2017-06-25,47.0,1.0
2017-06-26,47.0,1.0
2017-06-27,44.0,1.0
2017-06-28,49.0,1.0
2017-06-29,45.0,
2017-06-30,43.0,
2017-07-01,71.0,
2017-07-02,61.0,
2017-07-03,52.0,
2017-07-04,52.0,
2017-07-05,51.0,
2017-07-06,51.0,
2017-07-07,50.0,
2017-07-08,52.0,
2017-07-09,49.0,
2017-07-10,45.0,
2017-07-11,42.0,
2017-07-12,44.0,
2017-07-13,43.0,
2017-07-14,46.0,
2017-07-15,51.0,
2017-07-16,46.0,
2017-07-17,44.0,
2017-07-18,46.0,
2017-07-19,45.0,
2017-07-20,41.0,
2017-07-21,44.0,
2017-07-22,50.0,
2017-07-23,47.0,
2017-07-24,44.0,
2017-07-25,45.0,
2017-07-26,44.0,
2017-07-27,44.0,
2017-07-28,43.0,
2017-07-29,47.0,
2017-07-30,47.0,
2017-07-31,42.0,
2017-08-01,46.0,
2017-08-02,44.0,
2017-08-03,46.0,
2017-08-04,49.0,
2017-08-05,52.0,
2017-08-06,48.0,
2017-08-07,44.0,
2017-08-08,45.0,
2017-08-09,42.0,
2017-08-10,40.0,
2017-08-11,45.0,
2017-08-12,47.0,
2017-08-13,42.0,
2017-08-14,41.0,
2017-08-15,38.0,
2017-08-16,41.0,
2017-08-17,43.0,
2017-08-18,41.0,
2017-08-19,47.0,
2017-08-20,45.0,
2017-08-21,42.0,
2017-08-22,45.0,
2017-08-23,45.0,
2017-08-24,42.0,
2017-08-25,39.0,
2017-08-26,45.0,
2017-08-27,43.0,
2017-08-28,38.0,
2017-08-29,40.0,
2017-08-30,38.0,
2017-08-31,39.0,
2017-09-01,42.0,
2017-09-02,48.0,
2017-09-03,45.0,
2017-09-04,42.0,
2017-09-05,36.0,1.0
2017-09-06,40.0,1.0
2017-09-07,43.0,1.0
2017-09-08,42.0,1.0
2017-09-09,45.0,1.0
2017-09-10,46.0,1.0
2017-09-11,42.0,1.0
2017-09-12,41.0,1.0
2017-09-13,40.0,1.0
2017-09-14,42.0,1.0
2017-09-15,43.0,1.0
2017-09-16,45.0,1.0
2017-09-17,45.0,1.0
2017-09-18,42.0,1.0
2017-09-19,40.0,1.0
2017-09-20,38.0,1.0
2017-09-21,42.0,1.0
2017-09-22,43.0,1.0
2017-09-23,46.0,1.0
2017-09-24,44.0,1.0
2017-09-25,44.0,1.0
2017-09-26,44.0,1.0
2017-09-27,44.0,1.0
2017-09-28,44.0,1.0
2017-09-29,44.0,1.0
2017-09-30,44.0,1.0
2017-10-01,48.0,1.0
2017-10-02,40.0,1.0
2017-10-03,46.0,1.0
2017-10-04,43.0,1.0
2017-10-05,46.0,1.0
2017-10-06,46.0,1.0
2017-10-07,51.0,1.0
2017-10-08,44.0,1.0
2017-10-09,45.0,1.0
2017-10-10,43.0,1.0
2017-10-11,41.0,1.0
2017-10-12,46.0,1.0
2017-10-13,44.0,1.0
2017-10-14,46.0,1.0
2017-10-15,42.0,1.0
2017-10-16,42.0,1.0
2017-10-17,42.0,1.0
2017-10-18,38.0,1.0
2017-10-19,32.0,1.0
2017-10-20,39.0,1.0
2017-10-21,46.0,1.0
2017-10-22,44.0,1.0
2017-10-23,44.0,1.0
2017-10-24,43.0,1.0
2017-10-25,41.0,1.0
2017-10-26,42.0,1.0
2017-10-27,48.0,1.0
2017-10-28,46.0,1.0
2017-10-29,40.0,1.0
2017-10-30,40.0,1.0
2017-10-31,40.0,1.0
2017-11-01,40.0,1.0
2017-11-02,39.0,1.0
2017-11-03,39.0,1.0
2017-11-04,43.0,1.0
2017-11-05,38.0,1.0
2017-11-06,37.0,1.0
2017-11-07,39.0,1.0
2017-11-08,37.0,1.0
2017-11-09,38.0,1.0
2017-11-10,39.0,1.0
2017-11-11,43.0,1.0
2017-11-12,38.0,1.0
2017-11-13,37.0,1.0
2017-11-14,38.0,1.0
2017-11-15,39.0,1.0
2017-11-16,41.0,1.0
2017-11-17,40.0,1.0
2017-11-18,42.0,1.0
2017-11-19,41.0,1.0
2017-11-20,44.0,1.0
2017-11-21,40.0,1.0
2017-11-22,41.0,1.0
2017-11-23,38.0,1.0
2017-11-24,40.0,1.0
2017-11-25,42.0,1.0
2017-11-26,35.0,1.0
2017-11-27,38.0,1.0
2017-11-28,38.0,1.0
2017-11-29,38.0,1.0
2017-11-30,40.0,1.0
2017-12-01,42.0,1.0
2017-12-02,47.0,1.0
2017-12-03,41.0,1.0
2017-12-04,42.0,1.0
2017-12-05,43.0,1.0
2017-12-06,42.0,1.0
2017-12-07,45.0,1.0
2017-12-08,47.0,1.0
2017-12-09,48.0,1.0
2017-12-10,43.0,1.0
2017-12-11,45.0,1.0
2017-12-12,48.0,1.0
2017-12-13,48.0,1.0
2017-12-14,47.0,1.0
2017-12-15,47.0,
2017-12-16,50.0,
2017-12-17,42.0,
2017-12-18,40.0,
2017-12-19,48.0,
2017-12-20,52.0,
2017-12-21,50.0,
2017-12-22,50.0,
2017-12-23,50.0,
2017-12-24,47.0,
2017-12-25,50.0,
2017-12-26,53.0,
2017-12-27,51.0,
2017-12-28,47.0,
2017-12-29,52.0,
2017-12-30,51.0,
2017-12-31,43.0,
2018-01-01,43.0,
2018-01-02,46.0,
2018-01-03,44.0,
2018-01-04,47.0,
2018-01-05,46.0,
2018-01-06,46.0,
2018-01-07,40.0,
2018-01-08,44.0,
2018-01-09,44.0,
2018-01-10,42.0,
2018-01-11,46.0,
2018-01-12,43.0,
2018-01-13,49.0,
2018-01-14,39.0,
2018-01-15,44.0,
2018-01-16,43.0,
2018-01-17,43.0,
2018-01-18,46.0,
2018-01-19,52.0,
2018-01-20,50.0,
2018-01-21,49.0,
2018-01-22,44.0,
2018-01-23,45.0,
2018-01-24,42.0,
2018-01-25,47.0,
2018-01-26,42.0,
2018-01-27,46.0,
2018-01-28,45.0,
2018-01-29,47.0,
2018-01-30,45.0,
2018-01-31,43.0,
2018-02-01,42.0,
2018-02-02,43.0,
2018-02-03,43.0,
2018-02-04,43.0,
2018-02-05,44.0,
2018-02-06,45.0,
2018-02-07,50.0,
2018-02-08,59.0,
2018-02-09,57.0,
2018-02-10,52.0,
2018-02-11,46.0,
2018-02-12,47.0,
2018-02-13,43.0,
2018-02-14,42.0,
2018-02-15,42.0,
2018-02-16,43.0,
2018-02-17,44.0,
2018-02-18,40.0,
2018-02-19,43.0,
2018-02-20,39.0,
2018-02-21,40.0,1.0
2018-02-22,42.0,1.0
2018-02-23,43.0,1.0
2018-02-24,44.0,1.0
2018-02-25,38.0,1.0
2018-02-26,40.0,1.0
2018-02-27,38.0,1.0
2018-02-28,36.0,1.0
2018-03-01,34.0,1.0
2018-03-02,32.0,1.0
2018-03-03,40.0,1.0
2018-03-04,40.0,1.0
2018-03-05,39.0,1.0
2018-03-06,37.0,1.0
2018-03-07,40.0,1.0
2018-03-08,38.0,1.0
2018-03-09,40.0,1.0
2018-03-10,44.0,1.0
2018-03-11,38.0,1.0
2018-03-12,39.0,1.0
2018-03-13,39.0,1.0
2018-03-14,37.0,1.0
2018-03-15,40.0,1.0
2018-03-16,39.0,1.0
2018-03-17,41.0,1.0
2018-03-18,40.0,1.0
2018-03-19,41.0,1.0
2018-03-20,41.0,1.0
2018-03-21,39.0,1.0
2018-03-22,42.0,1.0
2018-03-23,43.0,1.0
2018-03-24,44.0,1.0
2018-03-25,39.0,1.0
2018-03-26,41.0,1.0
2018-03-27,42.0,1.0
2018-03-28,42.0,1.0
2018-03-29,43.0,1.0
2018-03-30,47.0,1.0
2018-03-31,47.0,1.0
2018-04-01,39.0,1.0
2018-04-02,40.0,1.0
2018-04-03,38.0,1.0
2018-04-04,36.0,1.0
2018-04-05,39.0,1.0
2018-04-06,42.0,1.0
2018-04-07,41.0,1.0
2018-04-08,38.0,1.0
2018-04-09,38.0,1.0
2018-04-10,37.0,1.0
2018-04-11,40.0,1.0
2018-04-12,38.0,1.0
2018-04-13,37.0,1.0
2018-04-14,38.0,1.0
2018-04-15,37.0,1.0
2018-04-16,38.0,1.0
2018-04-17,35.0,1.0
2018-04-18,39.0,1.0
2018-04-19,39.0,1.0
2018-04-20,39.0,1.0
2018-04-21,43.0,1.0
2018-04-22,40.0,1.0
2018-04-23,41.0,1.0
2018-04-24,39.0,1.0
2018-04-25,39.0,1.0
2018-04-26,43.0,1.0
2018-04-27,47.0,1.0
2018-04-28,46.0,1.0
