date,LT,overlap
2015-07-23,48.0,1.0
2015-07-24,45.0,1.0
2015-07-25,43.0,1.0
2015-07-26,42.0,1.0
2015-07-27,48.0,1.0
2015-07-28,49.0,1.0
2015-07-29,50.0,1.0
2015-07-30,47.0,1.0
2015-07-31,47.0,1.0
2015-08-01,44.0,1.0
2015-08-02,46.0,1.0
2015-08-03,46.0,1.0
2015-08-04,45.0,1.0
2015-08-05,45.0,1.0
2015-08-06,46.0,1.0
2015-08-07,45.0,1.0
2015-08-08,42.0,1.0
2015-08-09,42.0,1.0
2015-08-10,47.0,1.0
2015-08-11,48.0,1.0
2015-08-12,47.0,1.0
2015-08-13,46.0,1.0
2015-08-14,45.0,1.0
2015-08-15,43.0,1.0
2015-08-16,39.0,1.0
2015-08-17,44.0,1.0
2015-08-18,48.0,1.0
2015-08-19,48.0,1.0
2015-08-20,44.0,1.0
2015-08-21,43.0,1.0
2015-08-22,41.0,1.0
2015-08-23,42.0,
2015-08-24,50.0,
2015-08-25,48.0,
2015-08-26,47.0,
2015-08-27,46.0,
2015-08-28,45.0,
2015-08-29,43.0,
2015-08-30,41.0,
2015-08-31,44.0,
2015-09-01,43.0,
2015-09-02,51.0,
2015-09-03,46.0,
2015-09-04,48.0,
2015-09-05,45.0,
2015-09-06,43.0,
2015-09-07,50.0,
2015-09-08,47.0,
2015-09-09,50.0,
2015-09-10,49.0,
2015-09-11,47.0,
2015-09-12,41.0,
2015-09-13,39.0,
2015-09-14,50.0,
2015-09-15,45.0,
2015-09-16,49.0,
2015-09-17,48.0,
2015-09-18,49.0,
2015-09-19,41.0,
2015-09-20,43.0,
2015-09-21,50.0,
2015-09-22,46.0,
2015-09-23,45.0,
2015-09-24,45.0,
2015-09-25,48.0,
2015-09-26,44.0,
2015-09-27,44.0,
2015-09-28,48.0,
2015-09-29,49.0,
2015-09-30,44.0,
2015-10-01,48.0,
2015-10-02,46.0,
2015-10-03,39.0,
2015-10-04,39.0,
2015-10-05,47.0,
2015-10-06,48.0,
2015-10-07,51.0,
2015-10-08,49.0,
2015-10-09,45.0,
2015-10-10,42.0,
2015-10-11,43.0,
2015-10-12,48.0,
2015-10-13,45.0,
2015-10-14,47.0,
2015-10-15,46.0,
2015-10-16,45.0,
2015-10-17,43.0,
2015-10-18,43.0,
2015-10-19,50.0,
2015-10-20,44.0,
2015-10-21,48.0,
2015-10-22,45.0,
2015-10-23,50.0,
2015-10-24,40.0,
2015-10-25,43.0,
2015-10-26,47.0,
2015-10-27,46.0,
2015-10-28,47.0,
2015-10-29,49.0,
2015-10-30,48.0,1.0
2015-10-31,43.0,1.0
2015-11-01,41.0,1.0
2015-11-02,48.0,1.0
2015-11-03,44.0,1.0
2015-11-04,51.0,1.0
2015-11-05,49.0,1.0
2015-11-06,47.0,1.0
2015-11-07,44.0,1.0
2015-11-08,43.0,1.0
2015-11-09,50.0,1.0
2015-11-10,50.0,1.0
2015-11-11,50.0,1.0
2015-11-12,48.0,1.0
2015-11-13,50.0,1.0
2015-11-14,41.0,1.0
2015-11-15,43.0,1.0
2015-11-16,52.0,1.0
2015-11-17,49.0,1.0
2015-11-18,52.0,1.0
2015-11-19,47.0,1.0
2015-11-20,48.0,1.0
2015-11-21,45.0,1.0
2015-11-22,42.0,1.0
2015-11-23,49.0,1.0
2015-11-24,48.0,1.0
2015-11-25,49.0,1.0
2015-11-26,47.0,1.0
2015-11-27,47.0,1.0
2015-11-28,42.0,1.0
2015-11-29,42.0,1.0
2015-11-30,47.0,1.0
2015-12-01,50.0,1.0
2015-12-02,47.0,1.0
2015-12-03,47.0,1.0
2015-12-04,47.0,1.0
2015-12-05,43.0,1.0
2015-12-06,43.0,1.0
2015-12-07,51.0,1.0
2015-12-08,54.0,1.0
2015-12-09,52.0,1.0
2015-12-10,51.0,1.0
2015-12-11,47.0,1.0
2015-12-12,45.0,1.0
2015-12-13,43.0,1.0
2015-12-14,50.0,1.0
2015-12-15,49.0,1.0
2015-12-16,50.0,1.0
2015-12-17,47.0,1.0
2015-12-18,48.0,1.0
2015-12-19,46.0,1.0
2015-12-20,44.0,1.0
2015-12-21,45.0,1.0
2015-12-22,46.0,1.0
2015-12-23,44.0,1.0
2015-12-24,42.0,1.0
2015-12-25,43.0,1.0
2015-12-26,44.0,1.0
2015-12-27,46.0,1.0
2015-12-28,49.0,1.0
2015-12-29,50.0,1.0
2015-12-30,48.0,1.0
2015-12-31,40.0,1.0
2016-01-01,42.0,1.0
2016-01-02,47.0,1.0
2016-01-03,49.0,1.0
2016-01-04,52.0,1.0
2016-01-05,52.0,1.0
2016-01-06,54.0,1.0
2016-01-07,53.0,1.0
2016-01-08,50.0,1.0
2016-01-09,46.0,1.0
2016-01-10,45.0,1.0
2016-01-11,53.0,1.0
2016-01-12,49.0,1.0
2016-01-13,52.0,1.0
2016-01-14,49.0,1.0
2016-01-15,46.0,1.0
2016-01-16,48.0,1.0
2016-01-17,43.0,1.0
2016-01-18,51.0,1.0
2016-01-19,52.0,1.0
2016-01-20,50.0,1.0
2016-01-21,47.0,1.0
2016-01-22,49.0,1.0
2016-01-23,43.0,1.0
2016-01-24,43.0,1.0
2016-01-25,47.0,1.0
2016-01-26,47.0,1.0
2016-01-27,48.0,1.0
2016-01-28,47.0,1.0
2016-01-29,50.0,1.0
2016-01-30,50.0,1.0
2016-01-31,51.0,1.0
2016-02-01,50.0,1.0
2016-02-02,49.0,1.0
2016-02-03,53.0,1.0
2016-02-04,53.0,1.0
2016-02-05,49.0,1.0
2016-02-06,47.0,1.0
2016-02-07,43.0,1.0
2016-02-08,50.0,
2016-02-09,52.0,
2016-02-10,53.0,
2016-02-11,49.0,
2016-02-12,51.0,
2016-02-13,44.0,
2016-02-14,42.0,
2016-02-15,52.0,
2016-02-16,47.0,
2016-02-17,53.0,
2016-02-18,48.0,
2016-02-19,47.0,
2016-02-20,49.0,
2016-02-21,45.0,
2016-02-22,52.0,
2016-02-23,51.0,
2016-02-24,52.0,
2016-02-25,48.0,
2016-02-26,50.0,
2016-02-27,41.0,
2016-02-28,47.0,
2016-02-29,52.0,
2016-03-01,52.0,
2016-03-02,52.0,
2016-03-03,52.0,
2016-03-04,48.0,
2016-03-05,48.0,
2016-03-06,46.0,
2016-03-07,50.0,
2016-03-08,51.0,
2016-03-09,48.0,
2016-03-10,46.0,
2016-03-11,49.0,
2016-03-12,47.0,
2016-03-13,44.0,
2016-03-14,52.0,
2016-03-15,49.0,
2016-03-16,47.0,
2016-03-17,48.0,
2016-03-18,46.0,
2016-03-19,45.0,
2016-03-20,47.0,
2016-03-21,52.0,
2016-03-22,52.0,
2016-03-23,49.0,
2016-03-24,48.0,
2016-03-25,46.0,
2016-03-26,45.0,
2016-03-27,39.0,
2016-03-28,49.0,
2016-03-29,49.0,
2016-03-30,55.0,
2016-03-31,55.0,
2016-04-01,52.0,
2016-04-02,47.0,
2016-04-03,43.0,
2016-04-04,51.0,
2016-04-05,53.0,
2016-04-06,49.0,
2016-04-07,47.0,
2016-04-08,48.0,
2016-04-09,47.0,
2016-04-10,46.0,
2016-04-11,51.0,
2016-04-12,54.0,
2016-04-13,48.0,
2016-04-14,52.0,
2016-04-15,51.0,
2016-04-16,48.0,1.0
2016-04-17,46.0,1.0
2016-04-18,53.0,1.0
2016-04-19,49.0,1.0
2016-04-20,50.0,1.0
2016-04-21,51.0,1.0
2016-04-22,51.0,1.0
2016-04-23,45.0,1.0
2016-04-24,44.0,1.0
2016-04-25,49.0,1.0
2016-04-26,51.0,1.0
2016-04-27,49.0,1.0
2016-04-28,50.0,1.0
2016-04-29,48.0,1.0
2016-04-30,43.0,1.0
2016-05-01,44.0,1.0
2016-05-02,48.0,1.0
2016-05-03,47.0,1.0
2016-05-04,47.0,1.0
2016-05-05,46.0,1.0
2016-05-06,50.0,1.0
2016-05-07,42.0,1.0
2016-05-08,42.0,1.0
2016-05-09,51.0,1.0
2016-05-10,48.0,1.0
2016-05-11,52.0,1.0
2016-05-12,50.0,1.0
2016-05-13,50.0,1.0
2016-05-14,48.0,1.0
2016-05-15,45.0,1.0
2016-05-16,49.0,1.0
2016-05-17,52.0,1.0
2016-05-18,55.0,1.0
2016-05-19,52.0,1.0
2016-05-20,50.0,1.0
2016-05-21,44.0,1.0
2016-05-22,40.0,1.0
2016-05-23,50.0,1.0
2016-05-24,48.0,1.0
2016-05-25,50.0,1.0
2016-05-26,50.0,1.0
2016-05-27,49.0,1.0
2016-05-28,43.0,1.0
2016-05-29,43.0,1.0
2016-05-30,56.0,1.0
2016-05-31,50.0,1.0
2016-06-01,50.0,1.0
2016-06-02,49.0,1.0
2016-06-03,48.0,1.0
2016-06-04,43.0,1.0
2016-06-05,42.0,1.0
2016-06-06,52.0,1.0
2016-06-07,50.0,1.0
2016-06-08,50.0,1.0
2016-06-09,50.0,1.0
2016-06-10,46.0,1.0
2016-06-11,46.0,1.0
2016-06-12,52.0,1.0
2016-06-13,53.0,1.0
2016-06-14,47.0,1.0
2016-06-15,49.0,1.0
2016-06-16,46.0,1.0
2016-06-17,49.0,1.0
2016-06-18,45.0,1.0
2016-06-19,40.0,1.0
2016-06-20,51.0,1.0
2016-06-21,52.0,1.0
2016-06-22,49.0,1.0
2016-06-23,49.0,1.0
2016-06-24,45.0,1.0
2016-06-25,43.0,1.0
2016-06-26,42.0,1.0
2016-06-27,50.0,1.0
2016-06-28,49.0,1.0
2016-06-29,48.0,1.0
2016-06-30,50.0,1.0
2016-07-01,46.0,1.0
2016-07-02,41.0,1.0
2016-07-03,44.0,1.0
2016-07-04,50.0,1.0
2016-07-05,46.0,1.0
2016-07-06,45.0,1.0
2016-07-07,49.0,1.0
2016-07-08,48.0,1.0
2016-07-09,48.0,1.0
2016-07-10,46.0,1.0
2016-07-11,50.0,1.0
2016-07-12,50.0,1.0
2016-07-13,50.0,1.0
2016-07-14,52.0,1.0
2016-07-15,53.0,1.0
2016-07-16,43.0,1.0
2016-07-17,43.0,1.0
2016-07-18,49.0,1.0
2016-07-19,61.0,1.0
2016-07-20,50.0,1.0
2016-07-21,51.0,1.0
2016-07-22,49.0,1.0
2016-07-23,43.0,1.0
2016-07-24,46.0,1.0
2016-07-25,51.0,1.0
2016-07-26,50.0,
2016-07-27,52.0,
2016-07-28,48.0,
2016-07-29,52.0,
2016-07-30,44.0,
2016-07-31,46.0,
2016-08-01,52.0,
2016-08-02,52.0,
2016-08-03,48.0,
2016-08-04,49.0,
2016-08-05,46.0,
2016-08-06,40.0,
2016-08-07,44.0,
2016-08-08,49.0,
2016-08-09,46.0,
2016-08-10,49.0,
2016-08-11,47.0,
2016-08-12,47.0,
2016-08-13,41.0,
2016-08-14,44.0,
2016-08-15,46.0,
2016-08-16,52.0,
2016-08-17,47.0,
2016-08-18,48.0,
2016-08-19,45.0,
2016-08-20,41.0,
2016-08-21,42.0,
2016-08-22,53.0,
2016-08-23,46.0,
2016-08-24,50.0,
2016-08-25,50.0,
2016-08-26,47.0,
2016-08-27,43.0,
2016-08-28,45.0,
2016-08-29,46.0,
2016-08-30,50.0,
2016-08-31,49.0,
2016-09-01,49.0,
2016-09-02,46.0,
2016-09-03,46.0,
2016-09-04,46.0,
2016-09-05,50.0,
2016-09-06,51.0,
2016-09-07,50.0,
2016-09-08,46.0,
2016-09-09,49.0,
2016-09-10,46.0,
2016-09-11,41.0,
2016-09-12,49.0,
2016-09-13,51.0,
2016-09-14,46.0,
2016-09-15,52.0,
2016-09-16,46.0,
2016-09-17,41.0,
2016-09-18,40.0,
2016-09-19,46.0,
2016-09-20,50.0,
2016-09-21,44.0,
2016-09-22,49.0,
2016-09-23,50.0,
2016-09-24,44.0,
2016-09-25,43.0,
2016-09-26,49.0,
2016-09-27,46.0,
2016-09-28,47.0,
2016-09-29,49.0,
2016-09-30,47.0,
2016-10-01,39.0,
2016-10-02,42.0,1.0
2016-10-03,47.0,1.0
2016-10-04,48.0,1.0
2016-10-05,46.0,1.0
2016-10-06,49.0,1.0
2016-10-07,48.0,1.0
2016-10-08,44.0,1.0
2016-10-09,46.0,1.0
2016-10-10,45.0,1.0
2016-10-11,46.0,1.0
2016-10-12,47.0,1.0
2016-10-13,46.0,1.0
2016-10-14,48.0,1.0
2016-10-15,48.0,1.0
2016-10-16,41.0,1.0
2016-10-17,48.0,1.0
2016-10-18,50.0,1.0
2016-10-19,47.0,1.0
2016-10-20,46.0,1.0
2016-10-21,49.0,1.0
2016-10-22,44.0,1.0
2016-10-23,44.0,1.0
2016-10-24,49.0,1.0
2016-10-25,49.0,1.0
2016-10-26,49.0,1.0
2016-10-27,50.0,1.0
2016-10-28,49.0,1.0
2016-10-29,43.0,1.0
2016-10-30,42.0,1.0
2016-10-31,45.0,1.0
2016-11-01,45.0,1.0
2016-11-02,49.0,1.0
2016-11-03,46.0,1.0
2016-11-04,47.0,1.0
2016-11-05,43.0,1.0
2016-11-06,46.0,1.0
2016-11-07,48.0,1.0
2016-11-08,51.0,1.0
2016-11-09,44.0,1.0
2016-11-10,48.0,1.0
2016-11-11,51.0,1.0
2016-11-12,44.0,1.0
2016-11-13,42.0,1.0
2016-11-14,47.0,1.0
2016-11-15,50.0,1.0
2016-11-16,51.0,1.0
2016-11-17,49.0,1.0
2016-11-18,53.0,1.0
2016-11-19,41.0,1.0
2016-11-20,43.0,1.0
2016-11-21,49.0,1.0
2016-11-22,51.0,1.0
2016-11-23,51.0,1.0
2016-11-24,49.0,1.0
2016-11-25,49.0,1.0
2016-11-26,46.0,1.0
2016-11-27,44.0,1.0
2016-11-28,47.0,1.0
2016-11-29,47.0,1.0
2016-11-30,48.0,1.0
2016-12-01,44.0,1.0
2016-12-02,44.0,1.0
2016-12-03,41.0,1.0
2016-12-04,40.0,1.0
2016-12-05,48.0,1.0
2016-12-06,50.0,1.0
2016-12-07,50.0,1.0
2016-12-08,50.0,1.0
2016-12-09,45.0,1.0
2016-12-10,44.0,1.0
2016-12-11,43.0,1.0
2016-12-12,52.0,1.0
2016-12-13,51.0,1.0
2016-12-14,49.0,1.0
2016-12-15,49.0,1.0
2016-12-16,47.0,1.0
2016-12-17,48.0,1.0
2016-12-18,46.0,1.0
2016-12-19,52.0,1.0
2016-12-20,52.0,1.0
2016-12-21,53.0,1.0
2016-12-22,50.0,1.0
2016-12-23,44.0,1.0
2016-12-24,38.0,1.0
2016-12-25,40.0,1.0
2016-12-26,55.0,1.0
2016-12-27,56.0,1.0
2016-12-28,51.0,1.0
2016-12-29,52.0,1.0
2016-12-30,45.0,1.0
2016-12-31,40.0,1.0
2017-01-01,41.0,1.0
2017-01-02,49.0,1.0
2017-01-03,48.0,1.0
2017-01-04,50.0,1.0
2017-01-05,49.0,1.0
2017-01-06,47.0,1.0
2017-01-07,44.0,1.0
2017-01-08,43.0,1.0
2017-01-09,51.0,1.0
2017-01-10,47.0,1.0
2017-01-11,49.0,
2017-01-12,45.0,
2017-01-13,47.0,
2017-01-14,42.0,
2017-01-15,41.0,
2017-01-16,47.0,
2017-01-17,47.0,
2017-01-18,47.0,
2017-01-19,50.0,
2017-01-20,50.0,
2017-01-21,44.0,
2017-01-22,45.0,
2017-01-23,54.0,
2017-01-24,51.0,
2017-01-25,47.0,
2017-01-26,53.0,
2017-01-27,48.0,
2017-01-28,47.0,
2017-01-29,44.0,
2017-01-30,49.0,
2017-01-31,47.0,
2017-02-01,43.0,
2017-02-02,50.0,
2017-02-03,46.0,
2017-02-04,46.0,
2017-02-05,45.0,
2017-02-06,49.0,
2017-02-07,50.0,
2017-02-08,50.0,
2017-02-09,53.0,
2017-02-10,47.0,
2017-02-11,40.0,
2017-02-12,47.0,
2017-02-13,50.0,
2017-02-14,53.0,
2017-02-15,50.0,
2017-02-16,43.0,
2017-02-17,50.0,
2017-02-18,46.0,
2017-02-19,47.0,
2017-02-20,54.0,
2017-02-21,56.0,
2017-02-22,49.0,
2017-02-23,47.0,
2017-02-24,50.0,
2017-02-25,44.0,
2017-02-26,40.0,
2017-02-27,49.0,
2017-02-28,48.0,
2017-03-01,46.0,
2017-03-02,47.0,
2017-03-03,47.0,
2017-03-04,41.0,
2017-03-05,42.0,
2017-03-06,51.0,
2017-03-07,50.0,
2017-03-08,43.0,
2017-03-09,51.0,
2017-03-10,47.0,
2017-03-11,43.0,
2017-03-12,41.0,
2017-03-13,52.0,
2017-03-14,55.0,
2017-03-15,49.0,
2017-03-16,46.0,
2017-03-17,47.0,
2017-03-18,46.0,
2017-03-19,50.0,
2017-03-20,52.0,1.0
2017-03-21,51.0,1.0
2017-03-22,50.0,1.0
2017-03-23,50.0,1.0
2017-03-24,48.0,1.0
2017-03-25,45.0,1.0
2017-03-26,44.0,1.0
2017-03-27,49.0,1.0
2017-03-28,48.0,1.0
2017-03-29,51.0,1.0
2017-03-30,50.0,1.0
2017-03-31,50.0,1.0
2017-04-01,42.0,1.0
2017-04-02,42.0,1.0
2017-04-03,52.0,1.0
2017-04-04,51.0,1.0
2017-04-05,51.0,1.0
2017-04-06,52.0,1.0
2017-04-07,45.0,1.0
2017-04-08,44.0,1.0
2017-04-09,45.0,1.0
2017-04-10,54.0,1.0
2017-04-11,53.0,1.0
2017-04-12,51.0,1.0
2017-04-13,47.0,1.0
2017-04-14,49.0,1.0
2017-04-15,43.0,1.0
2017-04-16,39.0,1.0
2017-04-17,49.0,1.0
2017-04-18,48.0,1.0
2017-04-19,46.0,1.0
2017-04-20,48.0,1.0
2017-04-21,48.0,1.0
2017-04-22,47.0,1.0
2017-04-23,45.0,1.0
2017-04-24,49.0,1.0
2017-04-25,50.0,1.0
2017-04-26,51.0,1.0
2017-04-27,47.0,1.0
2017-04-28,45.0,1.0
2017-04-29,48.0,1.0
2017-04-30,42.0,1.0
2017-05-01,48.0,1.0
2017-05-02,48.0,1.0
2017-05-03,51.0,1.0
2017-05-04,48.0,1.0
2017-05-05,48.0,1.0
2017-05-06,44.0,1.0
2017-05-07,42.0,1.0
2017-05-08,51.0,1.0
2017-05-09,50.0,1.0
2017-05-10,53.0,1.0
2017-05-11,50.0,1.0
2017-05-12,50.0,1.0
2017-05-13,41.0,1.0
2017-05-14,43.0,1.0
2017-05-15,46.0,1.0
2017-05-16,54.0,1.0
2017-05-17,51.0,1.0
2017-05-18,49.0,1.0
2017-05-19,48.0,1.0
2017-05-20,42.0,1.0
2017-05-21,41.0,1.0
2017-05-22,50.0,1.0
2017-05-23,52.0,1.0
2017-05-24,53.0,1.0
2017-05-25,52.0,1.0
2017-05-26,46.0,1.0
2017-05-27,46.0,1.0
2017-05-28,44.0,1.0
2017-05-29,55.0,1.0
2017-05-30,53.0,1.0
2017-05-31,52.0,1.0
2017-06-01,47.0,1.0
2017-06-02,47.0,1.0
2017-06-03,44.0,1.0
2017-06-04,42.0,1.0
2017-06-05,46.0,1.0
2017-06-06,49.0,1.0
2017-06-07,51.0,1.0
2017-06-08,46.0,1.0
2017-06-09,47.0,1.0
2017-06-10,41.0,1.0
2017-06-11,43.0,1.0
2017-06-12,50.0,1.0
2017-06-13,56.0,1.0
2017-06-14,53.0,1.0
2017-06-15,51.0,1.0
2017-06-16,48.0,1.0
2017-06-17,44.0,1.0
2017-06-18,44.0,1.0
2017-06-19,55.0,1.0
2017-06-20,50.0,1.0
2017-06-21,50.0,1.0
2017-06-22,50.0,1.0
2017-06-23,49.0,1.0
2017-06-24,46.0,1.0
2017-06-25,45.0,1.0
2017-06-26,52.0,1.0
2017-06-27,50.0,1.0
2017-06-28,51.0,1.0
2017-06-29,49.0,
2017-06-30,51.0,
2017-07-01,45.0,
2017-07-02,47.0,
2017-07-03,54.0,
2017-07-04,52.0,
2017-07-05,49.0,
2017-07-06,51.0,
2017-07-07,51.0,
2017-07-08,44.0,
2017-07-09,48.0,
2017-07-10,54.0,
2017-07-11,51.0,
2017-07-12,54.0,
2017-07-13,51.0,
2017-07-14,50.0,
2017-07-15,51.0,
2017-07-16,45.0,
2017-07-17,50.0,
2017-07-18,52.0,
2017-07-19,50.0,
2017-07-20,50.0,
2017-07-21,51.0,
2017-07-22,44.0,
2017-07-23,42.0,
2017-07-24,52.0,
2017-07-25,52.0,
2017-07-26,52.0,
2017-07-27,52.0,
2017-07-28,51.0,
2017-07-29,45.0,
2017-07-30,47.0,
2017-07-31,52.0,
2017-08-01,52.0,
2017-08-02,53.0,
2017-08-03,52.0,
2017-08-04,50.0,
2017-08-05,47.0,
2017-08-06,51.0,
2017-08-07,53.0,
2017-08-08,49.0,
2017-08-09,51.0,
2017-08-10,49.0,
2017-08-11,50.0,
2017-08-12,45.0,
2017-08-13,47.0,
2017-08-14,53.0,
2017-08-15,49.0,
2017-08-16,52.0,
2017-08-17,54.0,
2017-08-18,54.0,
2017-08-19,47.0,
2017-08-20,48.0,
2017-08-21,52.0,
2017-08-22,52.0,
2017-08-23,56.0,
2017-08-24,56.0,
2017-08-25,51.0,
2017-08-26,45.0,
2017-08-27,48.0,
2017-08-28,51.0,
2017-08-29,51.0,
2017-08-30,49.0,
2017-08-31,50.0,
2017-09-01,50.0,
2017-09-02,46.0,
2017-09-03,49.0,
2017-09-04,52.0,
2017-09-05,54.0,1.0
2017-09-06,55.0,1.0
2017-09-07,53.0,1.0
2017-09-08,51.0,1.0
2017-09-09,45.0,1.0
2017-09-10,48.0,1.0
2017-09-11,53.0,1.0
2017-09-12,52.0,1.0
2017-09-13,51.0,1.0
2017-09-14,52.0,1.0
2017-09-15,53.0,1.0
2017-09-16,45.0,1.0
2017-09-17,44.0,1.0
2017-09-18,53.0,1.0
2017-09-19,53.0,1.0
2017-09-20,52.0,1.0
2017-09-21,52.0,1.0
2017-09-22,51.0,1.0
2017-09-23,45.0,1.0
2017-09-24,44.0,1.0
2017-09-25,52.0,1.0
2017-09-26,51.0,1.0
2017-09-27,56.0,1.0
2017-09-28,56.0,1.0
2017-09-29,56.0,1.0
2017-09-30,52.0,1.0
2017-10-01,48.0,1.0
2017-10-02,53.0,1.0
2017-10-03,55.0,1.0
2017-10-04,49.0,1.0
2017-10-05,53.0,1.0
2017-10-06,51.0,1.0
2017-10-07,46.0,1.0
2017-10-08,48.0,1.0
2017-10-09,55.0,1.0
2017-10-10,55.0,1.0
2017-10-11,56.0,1.0
2017-10-12,53.0,1.0
2017-10-13,53.0,1.0
2017-10-14,45.0,1.0
2017-10-15,47.0,1.0
2017-10-16,53.0,1.0
2017-10-17,52.0,1.0
2017-10-18,49.0,1.0
2017-10-19,52.0,1.0
2017-10-20,49.0,1.0
2017-10-21,46.0,1.0
2017-10-22,45.0,1.0
2017-10-23,54.0,1.0
2017-10-24,54.0,1.0
2017-10-25,53.0,1.0
2017-10-26,52.0,1.0
2017-10-27,55.0,1.0
2017-10-28,45.0,1.0
2017-10-29,45.0,1.0
2017-10-30,52.0,1.0
2017-10-31,52.0,1.0
2017-11-01,50.0,1.0
2017-11-02,49.0,1.0
2017-11-03,50.0,1.0
2017-11-04,48.0,1.0
2017-11-05,46.0,1.0
2017-11-06,49.0,1.0
2017-11-07,53.0,1.0
2017-11-08,58.0,1.0
2017-11-09,55.0,1.0
2017-11-10,52.0,1.0
2017-11-11,49.0,1.0
2017-11-12,48.0,1.0
2017-11-13,54.0,1.0
2017-11-14,53.0,1.0
2017-11-15,57.0,1.0
2017-11-16,54.0,1.0
2017-11-17,51.0,1.0
2017-11-18,48.0,1.0
2017-11-19,46.0,1.0
2017-11-20,52.0,1.0
2017-11-21,51.0,1.0
2017-11-22,53.0,1.0
2017-11-23,52.0,1.0
2017-11-24,54.0,1.0
2017-11-25,47.0,1.0
2017-11-26,46.0,1.0
2017-11-27,50.0,1.0
2017-11-28,53.0,1.0
2017-11-29,48.0,1.0
2017-11-30,50.0,1.0
2017-12-01,52.0,1.0
2017-12-02,47.0,1.0
2017-12-03,44.0,1.0
2017-12-04,51.0,1.0
2017-12-05,51.0,1.0
2017-12-06,54.0,1.0
2017-12-07,54.0,1.0
2017-12-08,50.0,1.0
2017-12-09,46.0,1.0
2017-12-10,48.0,1.0
2017-12-11,56.0,1.0
2017-12-12,53.0,1.0
2017-12-13,53.0,1.0
2017-12-14,54.0,1.0
2017-12-15,52.0,
2017-12-16,45.0,
2017-12-17,44.0,
2017-12-18,51.0,
2017-12-19,52.0,
2017-12-20,52.0,
2017-12-21,52.0,
2017-12-22,47.0,
2017-12-23,42.0,
2017-12-24,41.0,
2017-12-25,42.0,
2017-12-26,51.0,
2017-12-27,53.0,
2017-12-28,52.0,
2017-12-29,52.0,
2017-12-30,49.0,
2017-12-31,39.0,
2018-01-01,49.0,
2018-01-02,54.0,
2018-01-03,56.0,
2018-01-04,55.0,
2018-01-05,50.0,
2018-01-06,47.0,
2018-01-07,47.0,
2018-01-08,56.0,
2018-01-09,54.0,
2018-01-10,56.0,
2018-01-11,53.0,
2018-01-12,53.0,
2018-01-13,47.0,
2018-01-14,47.0,
2018-01-15,52.0,
2018-01-16,53.0,
2018-01-17,49.0,
2018-01-18,54.0,
2018-01-19,54.0,
2018-01-20,47.0,
2018-01-21,45.0,
2018-01-22,57.0,
2018-01-23,55.0,
2018-01-24,53.0,
2018-01-25,54.0,
2018-01-26,51.0,
2018-01-27,49.0,
2018-01-28,47.0,
2018-01-29,56.0,
2018-01-30,54.0,
2018-01-31,55.0,
2018-02-01,53.0,
2018-02-02,51.0,
2018-02-03,45.0,
2018-02-04,47.0,
2018-02-05,51.0,
2018-02-06,52.0,
2018-02-07,52.0,
2018-02-08,53.0,
2018-02-09,50.0,
2018-02-10,49.0,
2018-02-11,47.0,
2018-02-12,54.0,
2018-02-13,53.0,
2018-02-14,53.0,
2018-02-15,55.0,
2018-02-16,52.0,
2018-02-17,49.0,
2018-02-18,48.0,
2018-02-19,52.0,
2018-02-20,59.0,
2018-02-21,58.0,1.0
2018-02-22,55.0,1.0
2018-02-23,55.0,1.0
2018-02-24,49.0,1.0
2018-02-25,49.0,1.0
2018-02-26,55.0,1.0
2018-02-27,58.0,1.0
2018-02-28,54.0,1.0
2018-03-01,50.0,1.0
2018-03-02,51.0,1.0
2018-03-03,50.0,1.0
2018-03-04,48.0,1.0
2018-03-05,52.0,1.0
2018-03-06,54.0,1.0
2018-03-07,59.0,1.0
2018-03-08,54.0,1.0
2018-03-09,58.0,1.0
2018-03-10,52.0,1.0
2018-03-11,52.0,1.0
2018-03-12,54.0,1.0
2018-03-13,57.0,1.0
2018-03-14,54.0,1.0
2018-03-15,63.0,1.0
2018-03-16,61.0,1.0
2018-03-17,54.0,1.0
2018-03-18,50.0,1.0
2018-03-19,58.0,1.0
2018-03-20,59.0,1.0
2018-03-21,59.0,1.0
2018-03-22,58.0,1.0
2018-03-23,55.0,1.0
2018-03-24,53.0,1.0
2018-03-25,50.0,1.0
2018-03-26,59.0,1.0
2018-03-27,57.0,1.0
2018-03-28,57.0,1.0
2018-03-29,57.0,1.0
2018-03-30,55.0,1.0
2018-03-31,50.0,1.0
2018-04-01,48.0,1.0
2018-04-02,56.0,1.0
2018-04-03,58.0,1.0
2018-04-04,57.0,1.0
2018-04-05,58.0,1.0
2018-04-06,54.0,1.0
2018-04-07,52.0,1.0
2018-04-08,51.0,1.0
2018-04-09,61.0,1.0
2018-04-10,60.0,1.0
2018-04-11,59.0,1.0
2018-04-12,59.0,1.0
2018-04-13,58.0,1.0
2018-04-14,51.0,1.0
2018-04-15,51.0,1.0
2018-04-16,56.0,1.0
2018-04-17,56.0,1.0
2018-04-18,57.0,1.0
2018-04-19,57.0,1.0
2018-04-20,55.0,1.0
2018-04-21,49.0,1.0
2018-04-22,47.0,1.0
2018-04-23,58.0,1.0
2018-04-24,57.0,1.0
2018-04-25,55.0,1.0
2018-04-26,58.0,1.0
2018-04-27,53.0,1.0
2018-04-28,50.0,1.0
2018-04-29,46.0,1.0
2018-04-30,53.0,1.0
2018-05-01,51.0,1.0
